"CNG_MONTH","CNG_YEAR","LOCATION","ERNCD","SUM(HOURS_EARNED)"
"11","2020","GA0244","S10",16.9
"11","2020","GA0244","SPP",111.09
"11","2020","GA0244","VAH",87
"11","2020","IL0258","COQ",80
"11","2020","IL0258","DHO",11.61
"11","2020","IL0258","EWH",21
"11","2020","IL0258","FHH",16
"11","2020","IL0258","HLW",93.77
"11","2020","IL0258","HOH",274.66
"11","2020","IL0258","HOM",16
"11","2020","IL0258","HTW",1.87
"11","2020","IL0258","HWP",0.35
"11","2020","IL0258","HWQ",7.57
"11","2020","IL0258","ILL",19
"11","2020","IL0258","MMC",43
"11","2020","IL0258","MUE",216
"11","2020","IL0258","MUN",16
"11","2020","IL0258","OTP",128.96
"11","2020","IL0258","REG",3283.09
"11","2020","IL0258","S10",56.76
"11","2020","IL0258","SDO",3.61
"11","2020","IL0258","SPP",487.47
"11","2020","IL0258","UTU",88
"11","2020","IL0258","VAH",176
"12","2016","CA0627","FIF",16
"12","2016","CA0627","FIL",8
"12","2016","CA0627","FUP",64
"12","2016","CA0627","HW2",0.333333
"12","2016","CA0627","HWM",8
"12","2016","CA0627","ILH",16
"12","2016","CA0627","IUF",16
"12","2016","CA0627","MMC",1
"12","2016","CA0627","OTP",1.2
"12","2016","CA0627","REG",117.9
"12","2016","CA0627","S10",1.116667
"12","2016","CA0627","UMB",1
"12","2016","CA0627","UMP",1
"12","2016","GA0244","DHO",6.233333
"12","2016","GA0244","FIL",14.5
"12","2016","GA0244","HLW",24
"12","2016","GA0244","HOP",7
"12","2016","GA0244","HTW",1.616667
"12","2016","GA0244","HWP",14.583333
"12","2016","GA0244","ILL",8.5
"12","2016","GA0244","IUF",14
"12","2016","GA0244","MMC",2
"12","2016","GA0244","MUN",17
"12","2016","GA0244","OTP",48.08333
"12","2016","GA0244","REG",438.516666
"12","2016","GA0244","S10",10.783334
"12","2016","IL0258","DHO",7.366667
"12","2016","IL0258","FIL",16.5
"12","2016","IL0258","HLW",80
"12","2016","IL0258","HTW",4.716667
"12","2016","IL0258","HWP",4.866668
"12","2016","IL0258","ILH",8
"12","2016","IL0258","ILL",15.5
"12","2016","IL0258","MMC",13
"12","2016","IL0258","MUN",33
"12","2016","IL0258","OTP",26.400004
"12","2016","IL0258","REG",675.599996
"12","2016","IL0258","S10",5.766666
"12","2017","CA0627","DHH",6
"12","2017","CA0627","DHO",42.899995
"12","2017","CA0627","EWH",24
"12","2017","CA0627","FIF",16.5
"12","2017","CA0627","FIL",39.5
"12","2017","CA0627","FVI",8
"12","2017","CA0627","HOH",144
"12","2017","CA0627","HOM",16
"12","2017","CA0627","HOP",44
"12","2017","CA0627","ILH",33.5
"12","2017","CA0627","ILL",95
"12","2017","CA0627","IPF",32
"12","2017","CA0627","IUF",133
"12","2017","CA0627","MMC",37
"12","2017","CA0627","MPF",192
"12","2017","CA0627","MUN",55.75
"12","2017","CA0627","OTP",208.099997
"12","2017","CA0627","REG",3101.916669
"12","2017","CA0627","RPP",26.5
"12","2017","CA0627","S10",59.516671
"12","2017","CA0627","SDO",6.166667
"12","2017","CA0627","SIU",30
"12","2017","CA0627","SPP",443.983332
"12","2017","CA0627","UMB",42
"12","2017","CA0627","UMP",7
"12","2017","CA0627","VAH",40
"12","2017","GA0244","DHO",61.81666
"12","2017","GA0244","EWH",32
"12","2017","GA0244","FHH",12
"12","2017","GA0244","FIL",22.85
"12","2017","GA0244","HOH",80
"12","2017","GA0244","HOM",16
"12","2017","GA0244","HOP",16
"12","2017","GA0244","ILL",44
"12","2017","GA0244","IUF",8
"12","2017","GA0244","MMC",34
"12","2017","GA0244","MPF",24
"12","2017","GA0244","MUN",22
"12","2017","GA0244","OTP",244.383329
"12","2017","GA0244","REG",3706.099988
"12","2017","GA0244","RPP",9.466666
"12","2017","GA0244","S10",180.833338
"12","2017","GA0244","SDO",10.266666
"12","2017","GA0244","SPP",384.066669
"12","2017","GA0244","UTU",82
"12","2017","GA0244","VAH",180
"12","2017","IL0258","BRH",86.5
"12","2017","IL0258","DHH",8
"12","2017","IL0258","DHO",70.866669
"12","2017","IL0258","EWH",44
"12","2017","IL0258","FHH",8
"12","2017","IL0258","FIL",8.4
"12","2017","IL0258","HOH",128
"12","2017","IL0258","HOM",16
"12","2017","IL0258","HOP",36
"12","2017","IL0258","IPF",129.033333
"12","2017","IL0258","IUF",137.5
"12","2017","IL0258","MMC",97
"12","2017","IL0258","MUE",35
"12","2017","IL0258","MUN",168.033333
"12","2017","IL0258","OTP",451.299995
"12","2017","IL0258","REG",7200.749991
"12","2017","IL0258","S10",188.683335
"12","2017","IL0258","SDO",3.083333
"12","2017","IL0258","SPP",470.733338
"12","2017","IL0258","UTH",16
"12","2017","IL0258","VAH",96
"12","2018","CA0627","DHH",8
"12","2018","CA0627","DHO",11.61667
"12","2018","CA0627","EWH",11
"12","2018","CA0627","FHH",24
"12","2018","CA0627","HOH",72
"12","2018","CA0627","HOM",8
"12","2018","CA0627","HOP",58
"12","2018","CA0627","ILH",16
"12","2018","CA0627","IPF",16
"12","2018","CA0627","MMC",56
"12","2018","CA0627","MPF",43.250001
"12","2018","CA0627","MUN",42.233334
"12","2018","CA0627","OTP",130.616669
"12","2018","CA0627","REG",2032.049992
"12","2018","CA0627","RPP",14
"12","2018","CA0627","S10",48.816666
"12","2018","CA0627","SDO",9.75
"12","2018","CA0627","SIF",32
"12","2018","CA0627","SPP",264.216664
"12","2018","CA0627","TOT",0.05
"12","2018","CA0627","TRG",4.866666
"12","2018","CA0627","UMB",50
"12","2018","CA0627","UMP",1
"12","2018","CA0627","VAH",15
"12","2018","GA0244","DHO",15.550001
"12","2018","GA0244","EWH",3
"12","2018","GA0244","FUP",39.5
"12","2018","GA0244","HOH",64
"12","2018","GA0244","HOM",16
"12","2018","GA0244","HOP",7
"12","2018","GA0244","ILL",21
"12","2018","GA0244","MMC",6
"12","2018","GA0244","MPF",230
"12","2018","GA0244","MUN",218.583333
"12","2018","GA0244","OTP",147.533326
"12","2018","GA0244","REG",2526.233332
"12","2018","GA0244","S10",38.849998
"12","2018","GA0244","SDO",3.883334
"12","2018","GA0244","SPP",199.966666
"12","2018","GA0244","VAH",64
"12","2018","IL0258","DHH",8
"12","2018","IL0258","DHO",39.733336
"12","2018","IL0258","EWH",32
"12","2018","IL0258","FHH",8
"12","2018","IL0258","HOH",104
"12","2018","IL0258","HOM",8
"12","2018","IL0258","HOP",30
"12","2018","IL0258","ILH",146
"12","2018","IL0258","ILL",24.5
"12","2018","IL0258","IUF",8.5
"12","2018","IL0258","MMC",101
"12","2018","IL0258","MPF",8
"12","2018","IL0258","MUN",62
"12","2018","IL0258","OTP",263.266664
"12","2018","IL0258","REG",4313.916669
"12","2018","IL0258","S10",80.46667
"12","2018","IL0258","SDO",11.183335
"12","2018","IL0258","SPP",543.116665
"12","2018","IL0258","VAH",68
"12","2019","CA0627","BRH",8
"12","2019","CA0627","DHO",8.883336
"12","2019","CA0627","EWH",8
"12","2019","CA0627","FUP",26
"12","2019","CA0627","HOH",40
"12","2019","CA0627","HOM",8
"12","2019","CA0627","HOP",22
"12","2019","CA0627","ILH",16
"12","2019","CA0627","ILL",18.5
"12","2019","CA0627","IUF",9
"12","2019","CA0627","MMC",18
"12","2019","CA0627","MPF",22
"12","2019","CA0627","MUN",31.75
"12","2019","CA0627","OTP",58.150004
"12","2019","CA0627","REG",1559.016662
"12","2019","CA0627","S10",42.816669
"12","2019","CA0627","SDO",4.416669
"12","2019","CA0627","SIF",16
"12","2019","CA0627","SPP",176.316665
"12","2019","CA0627","UMB",18
"12","2019","CA0627","VAH",40
"12","2019","GA0244","DHO",5.05
"12","2019","GA0244","FUI",40
"12","2019","GA0244","HOH",40
"12","2019","GA0244","HOM",8
"12","2019","GA0244","HOP",22
"12","2019","GA0244","ILH",32
"12","2019","GA0244","ILL",16
"12","2019","GA0244","MMC",14
"12","2019","GA0244","MUN",16.5
"12","2019","GA0244","OTP",80.016666
"12","2019","GA0244","REG",1852.466662
"12","2019","GA0244","S10",43.599999
"12","2019","GA0244","SDO",2.466666
"12","2019","GA0244","SPP",138.733332
"12","2019","GA0244","VAH",48
"12","2019","IL0258","DHO",28.903338
"12","2019","IL0258","FIF",16
"12","2019","IL0258","FIL",66.75
"12","2019","IL0258","FUP",2.6
"12","2019","IL0258","HOH",136
"12","2019","IL0258","HOM",24
"12","2019","IL0258","HOP",8
"12","2019","IL0258","ILH",8
"12","2019","IL0258","ILL",56.683333
"12","2019","IL0258","IPF",24
"12","2019","IL0258","IUF",126.516666
"12","2019","IL0258","MMC",87
"12","2019","IL0258","MPF",11
"12","2019","IL0258","MUE",4.5
"12","2019","IL0258","MUN",51.9
"12","2019","IL0258","NDH",26.136667
"12","2019","IL0258","OTP",309.653332
"12","2019","IL0258","REG",4402.920003
"12","2019","IL0258","RVP",32
"12","2019","IL0258","S10",113.973335
"12","2019","IL0258","SDO",5.9
"12","2019","IL0258","SPP",330.386667
"12","2019","IL0258","UTH",2
"12","2019","IL0258","UTU",94
"12","2019","IL0258","VAH",96
"12","2020","CA0627","DHO",2.62
"12","2020","CA0627","EWH",9
"12","2020","CA0627","HOH",40
"12","2020","CA0627","HOM",8
"12","2020","CA0627","HOP",19
"12","2020","CA0627","ILH",24
"12","2020","CA0627","IPF",8
"12","2020","CA0627","IUF",8
"12","2020","CA0627","MMC",2
"12","2020","CA0627","OTP",53.98
"12","2020","CA0627","REG",1274.89
"12","2020","CA0627","RPH",16
"12","2020","CA0627","S10",15.69
"12","2020","CA0627","SDO",0.17
"12","2020","CA0627","SIF",16
"12","2020","CA0627","SPP",135.34
"12","2020","CA0627","UMB",2
"12","2020","CA0627","VAH",24
"12","2020","GA0244","COQ",72
"12","2020","GA0244","DHH",8
"12","2020","GA0244","DHO",2.6
"12","2020","GA0244","EWH",24
"12","2020","GA0244","FIF",40
"12","2020","GA0244","FIL",26
"12","2020","GA0244","HOH",56
"12","2020","GA0244","HOM",8
"12","2020","GA0244","HOP",7
"12","2020","GA0244","ILH",8
"12","2020","GA0244","ILL",32
"12","2020","GA0244","IUF",34
"12","2020","GA0244","MMC",15
"12","2020","GA0244","MUE",32
"12","2020","GA0244","MUN",17.62
"12","2020","GA0244","OTP",76.1
"12","2020","GA0244","REG",1524.38
"12","2020","GA0244","RPH",40
"12","2020","GA0244","S10",23.3
"12","2020","GA0244","SDO",2.37
"12","2020","GA0244","SPP",145.65
"12","2020","GA0244","VAH",40
"12","2020","IL0258","COQ",160
"12","2020","IL0258","DHH",16
"12","2020","IL0258","DHO",12.07
"12","2020","IL0258","EWH",32
"12","2020","IL0258","FEI",20
"12","2020","IL0258","FHH",24
"12","2020","IL0258","FIL",12
"12","2020","IL0258","FVI",8
"12","2020","IL0258","HOH",112
"12","2020","IL0258","HOM",24
"12","2020","IL0258","ILL",8
"12","2020","IL0258","IUF",4
"12","2020","IL0258","MMC",33
"12","2020","IL0258","MUE",248
"12","2020","IL0258","MUN",78
"12","2020","IL0258","OTP",132.27
"12","2020","IL0258","REG",2691.52
"12","2020","IL0258","RVP",8
"12","2020","IL0258","S10",97.56
"12","2020","IL0258","SDO",7.69
"12","2020","IL0258","SPP",284.54
"12","2020","IL0258","UTH",8
"12","2020","IL0258","UTU",33.75
"12","2020","IL0258","VAH",107
